vocabulary,ttf,df,idf
appar,494,477,2.9084850188786495
veg,116,98,3.595496221825574
to-pomm,129,123,3.496929648073215
klub,449,322,3.0791812460476247
a-mix,152,148,3.416640507338281
spell,66,63,3.788168371141168
thinner,73,70,3.741939077729199
edg,297,288,3.1271047983648077
so-nice,147,146,3.4216039268698313
and-gave,208,205,3.27415784926368
great-experi,334,327,3.0718820073061255
and-dine,61,60,3.808885867359812
wednesday-night,112,111,3.5415792439465807
the-recommend,116,116,3.5224442335063197
they-told,97,92,3.6232492903979003
they-charg,106,104,3.5705429398818973
and-potato,171,169,3.357934847000454
winter,189,180,3.330413773349191
eel,96,72,3.7299742856995555
mayonnais,111,102,3.578639209968072
our-favorit,206,193,3.3010299956639813
spend,623,581,2.8195439355418688
with-potato,138,136,3.4533183400470375
s-serv,68,67,3.7611758131557314
kimche,86,63,3.788168371141168
their-delici,54,52,3.8715729355458786
kimchi,212,150,3.4099331233312946
great-tapa,56,55,3.846955325019824
sooo-good,116,115,3.526339277389844
spent,402,377,3.0086001717619175
gravi,707,505,2.8808135922807914
sprout-salad,111,104,3.5705429398818973
improv,197,185,3.3201462861110542
sardin,73,67,3.7611758131557314
inconveni,57,57,3.8312296938670634
the-drink,752,706,2.7323937598229686
the-varieti,160,156,3.3944516808262164
the-ambianc,565,559,2.838849090737255
good-select,95,95,3.60959440922522
food-NUM,93,92,3.6232492903979003
differ-flavor,81,78,3.6954816764901977
egg,3296,2254,2.230448921378274
year,2308,2008,2.278753600952829
luke-burger,54,53,3.8627275283179747
the-avocado,54,51,3.8796692056320534
yeah,579,520,2.8692317197309762
be-worth,112,112,3.537819095073274
neat,95,94,3.6138418218760693
communiti,119,109,3.5490032620257876
a-spici,161,160,3.3820170425748683
you-expect,99,98,3.595496221825574
and-light,125,124,3.494154594018443
version,508,459,2.9242792860618816
good-experi,150,147,3.419955748489758
macaroni,238,202,3.2810333672477277
stop,2206,2033,2.278753600952829
the-money,161,158,3.387389826338729
these-guy,102,96,3.6053050461411096
alway-fresh,78,77,3.7007037171450192
notch,328,325,3.0755469613925306
handl,289,274,3.1492191126553797
of-small,161,161,3.380211241711606
also-enjoy,81,80,3.683947130751512
boston,855,727,2.724275869600789
the-waiter,1045,895,2.633468455579586
wasabi,232,189,3.3096301674258988
a-classic,98,98,3.595496221825574
the-ham,125,108,3.5538830266438746
the-peopl,582,553,2.838849090737255
lobster-capres,81,73,3.7234556720351857
the-NUMNUM,103,99,3.591064607026499
a-shame,77,76,3.7067177823367587
machin,115,103,3.574031267727719
a-pan,66,65,3.7745169657285498
with-goat,110,107,3.5575072019056577
learn,266,257,3.1760912590556813
sushi-chef,152,193,3.3010299956639813
first-experi,110,109,3.5490032620257876
an-earli,135,133,3.462397997898956
to-stop,326,321,3.0791812460476247
place-serv,69,69,3.7481880270062002
could-eat,231,227,3.230448921378274
fatti-tuna,76,71,3.73559889969818
nt-disappoint,144,143,3.4313637641589874
zeppol,60,56,3.838849090737255
thank-god,74,74,3.717670503002262
beef-hash,85,76,3.7067177823367587
the-fire,53,51,3.8796692056320534
the-counter,564,479,2.9030899869919438
stuf,1395,1253,2.4771212547196626
garnish,107,100,3.586587304671755
at-crisp,67,60,3.808885867359812
the-chicago,689,594,2.8129133566428557
stun,59,58,3.824125833916549
of-option,112,112,3.537819095073274
i-gotta,80,77,3.7007037171450192
specif,247,238,3.2095150145426308
spring,103,103,3.574031267727719
their-tabl,77,75,3.711807229041191
sampl,1137,1016,2.57978359661681
shred,173,161,3.380211241711606
littl-disappoint,125,125,3.4899584794248346
the-paella,304,255,3.1789769472931693
cant-wait,277,275,3.146128035678238
least-NUM,307,297,3.113943352306837
elk,95,71,3.73559889969818
the-fish,977,812,2.6720978579357175
is-locat,95,95,3.60959440922522
your-hand,77,73,3.7234556720351857
their-servic,73,73,3.7234556720351857
our-meal,569,537,2.8573324964312685
we-ve,445,396,2.9867717342662448
this-dish,608,480,2.9030899869919438
a-girl,146,141,3.437750562820388
the-margarita,95,93,3.6190933306267428
a-veggi,96,93,3.6190933306267428
a-bigger,77,75,3.711807229041191
chicagoan,137,132,3.4668676203541096
up-eat,75,75,3.711807229041191
companion,286,257,3.1760912590556813
veggi,1250,1009,2.57978359661681
the-patio,169,155,3.3961993470957363
enough-good,52,52,3.8715729355458786
strang,275,263,3.167317334748176
taleggio,81,76,3.7067177823367587
the-street,787,745,2.7075701760979363
was-time,62,62,3.795184589682424
veget,510,451,2.929418925714293
estim,62,57,3.8312296938670634
everi-time,818,778,2.690196080028514
bread--,54,53,3.8627275283179747
italian-beef,958,696,2.740362689494244
take-home,110,108,3.5538830266438746
all-worth,54,53,3.8627275283179747
my-husband,1076,825,2.6627578316815743
hollandais,209,165,3.369215857410143
and-nice,193,191,3.305351369446624
ani-time,132,131,3.469822015978163
to-prepar,62,62,3.795184589682424
still-wait,33,66,3.767897616018091
that-point,104,100,3.586587304671755
the-brussel,116,108,3.5538830266438746
top-NUM,122,179,3.3344537511509307
while-eat,55,55,3.846955325019824
few-month,94,94,3.6138418218760693
narrow,135,128,3.4800069429571505
brave,60,58,3.824125833916549
shape,133,129,3.4756711883244296
pickl-pepper,68,61,3.802089257881733
ceil,198,189,3.3096301674258988
you-walk,190,184,3.322219294733919
jalapeno,188,173,3.3483048630481607
realli-hit,54,54,3.8549130223078554
about-NUM,1891,1711,2.342422680822206
my-fellow,69,68,3.754348335711019
peopl-wait,181,178,3.3364597338485296
la-cart,143,130,3.4727564493172123
were-fresh,144,143,3.4313637641589874
the-insid,80,465,2.9190780923760737
realli-disappoint,67,67,3.7611758131557314
gage-burger,61,57,3.8312296938670634
valet,238,208,3.2695129442179165
the-desert,59,57,3.8312296938670634
was-warm,80,80,3.683947130751512
of-fat,59,56,3.838849090737255
in-hous,38,89,3.637489729512511
saffron,92,86,3.6522463410033232
never-felt,52,52,3.8715729355458786
cell,63,61,3.802089257881733
pincho-de,66,59,3.816241299991783
my-son,72,60,3.808885867359812
with-pepper,61,60,3.808885867359812
valid,170,159,3.385606273598312
abita,93,85,3.6580113966571126
amish,67,62,3.795184589682424
share,3295,2850,2.113943352306837
grass-fed,69,61,3.802089257881733
staff-member,69,65,3.7745169657285498
order--,81,80,3.683947130751512
anoth-coupl,56,55,3.846955325019824
NUM-larg,37,84,3.662757831681574
notic,748,698,2.740362689494244
sharp,65,64,3.7810369386211318
of-mayo,62,59,3.816241299991783
indecis,56,53,3.8627275283179747
sprinkl,143,141,3.437750562820388
deserv-NUM,56,52,3.8715729355458786
pleasur,203,196,3.294466226161593
the-grill,401,374,3.012837224705172
spinach,749,627,2.785329835010767
shake,1050,743,2.7160033436347994
was-busi,146,146,3.4216039268698313
esp,77,77,3.7007037171450192
best-chicken,86,86,3.6522463410033232
cent,225,203,3.278753600952829
spice,758,682,2.7481880270062007
the-patti,124,115,3.526339277389844
screen,85,82,3.673020907128896
mexican,569,437,2.9444826721501687
like-eat,104,103,3.574031267727719
got-back,67,67,3.7611758131557314
of-italian,68,66,3.767897616018091
finest,78,77,3.7007037171450192
buddha,458,340,3.0530784434834195
a-whim,54,54,3.8549130223078554
over-NUM,260,394,2.991226075692495
spici,2329,1891,2.3010299956639813
moist,518,485,2.8976270912904414
i-suppos,149,146,3.4216039268698313
belgium,150,129,3.4756711883244296
tomato-basil,12,52,3.8715729355458786
escap,62,62,3.795184589682424
medium-rare,147,139,3.444044795918076
florentin,140,123,3.496929648073215
yelp,1328,1225,2.4913616938342726
choos,961,883,2.633468455579586
that-kind,82,82,3.673020907128896
side-order,55,51,3.8796692056320534
to-admit,135,133,3.462397997898956
yell,241,215,3.2528530309798933
beet-salad,166,158,3.387389826338729
are-extrem,74,74,3.717670503002262
they-cook,56,56,3.838849090737255
past-weekend,75,75,3.711807229041191
our-time,60,60,3.808885867359812
shame,172,169,3.357934847000454
we-enjoy,182,179,3.3344537511509307
bit-disappoint,106,106,3.561101383649056
better-servic,56,56,3.838849090737255
the-recip,54,54,3.8549130223078554
trick,76,74,3.717670503002262
la-planxa,117,95,3.60959440922522
to-yelp,58,58,3.824125833916549
the-winter,66,64,3.7810369386211318
vodka,229,205,3.27415784926368
eve,73,62,3.795184589682424
chose,464,417,2.9637878273455556
i-hate,389,367,3.0211892990699383
harder,52,51,3.8796692056320534
great-breakfast,51,51,3.8796692056320534
brava,412,380,3.0043213737826426
transport,57,57,3.8312296938670634
shank,147,112,3.537819095073274
to-yell,65,64,3.7810369386211318
two-thing,69,68,3.754348335711019
alway-make,87,87,3.6473829701146196
pepperi,67,66,3.767897616018091
NUM-time,440,418,2.9637878273455556
too-sweet,305,309,3.0969100130080562
you-wait,297,294,3.1172712956557644
these-dish,53,53,3.8627275283179747
this-food,95,93,3.6190933306267428
risotto,715,535,2.8573324964312685
ten-minut,32,73,3.7234556720351857
communal-tabl,201,187,3.3138672203691533
belgian,502,393,2.991226075692495
maintain,68,68,3.754348335711019
the-countri,150,142,3.4345689040341987
but-ala,65,63,3.788168371141168
was-wait,65,65,3.7745169657285498
smoke-pork,93,84,3.662757831681574
classic-chicago,57,54,3.8549130223078554
was-meh,59,57,3.8312296938670634
and-fast,79,79,3.6893088591236203
i-made,389,370,3.0170333392987803
the-front,421,389,2.9956351945975497
the-chorizo,258,240,3.2068258760318495
remain,178,174,3.346352974450639
at-luke,113,100,3.586587304671755
while-visit,75,75,3.711807229041191
eye,726,666,2.7634279935629373
for-breakfast,462,433,2.949390006644913
after-NUMpm,78,74,3.717670503002262
was-superb,108,107,3.5575072019056577
to-grab,290,282,3.1367205671564067
and-pork,153,152,3.404833716619938
me-happi,53,53,3.8627275283179747
in-comparison,91,91,3.6283889300503116
appl,584,478,2.9030899869919438
too-dri,65,62,3.795184589682424
sausag-pizza,86,85,3.6580113966571126
drunken,79,74,3.717670503002262
our-friend,178,158,3.387389826338729
the-tapa,387,353,3.037426497940624
their-fish,57,56,3.838849090737255
we-ll,293,284,3.1335389083702174
prompt-seat,55,55,3.846955325019824
for-share,157,152,3.404833716619938
black,782,700,2.740362689494244
i-guess,1025,962,2.6020599913279625
a-visit,149,149,3.413299764081252
to-add,274,269,3.155336037465062
innov,98,92,3.6232492903979003
balanc,551,506,2.8808135922807914
gras,306,238,3.2095150145426308
classic,810,720,2.724275869600789
befor-head,63,63,3.788168371141168
grab,768,738,2.7160033436347994
suck,447,414,2.968482948553935
were-fri,59,59,3.816241299991783
oppos,92,92,3.6232492903979003
no-reserv,153,186,3.3180633349627615
foam,62,58,3.824125833916549
larg-portion,127,125,3.4899584794248346
and-oliv,133,124,3.494154594018443
eat-meat,92,86,3.6522463410033232
white,1353,1183,2.5051499783199063
could-ve,163,156,3.3944516808262164
shrimp-risotto,55,52,3.8715729355458786
donut,123,114,3.530199698203082
grapefruit,101,91,3.6283889300503116
pretti-fast,75,74,3.717670503002262
the-homemad,92,90,3.6324572921847245
huge,2583,2356,2.204119982655925
hilton,87,81,3.678518379040114
the-trip,191,182,3.326335860928751
the-guy,418,395,2.9867717342662448
the-worker,73,71,3.73559889969818
the-soft,57,57,3.8312296938670634
pasta-dish,199,182,3.326335860928751
imposs,216,208,3.2695129442179165
superb,329,324,3.0755469613925306
the-crispi,231,217,3.250420002308894
posit-review,66,65,3.7745169657285498
get-readi,58,57,3.8312296938670634
my-brother,151,117,3.5185139398778875
i-assum,71,70,3.741939077729199
outdoor-patio,56,55,3.846955325019824
occupi,64,59,3.816241299991783
museum,57,55,3.846955325019824
just-good,60,58,3.824125833916549
tini-bit,51,51,3.8796692056320534
in-spain,141,122,3.5010592622177517
hous-salad,62,61,3.802089257881733
bread-pud,241,185,3.3201462861110542
import,465,446,2.9344984512435675
how-great,85,80,3.683947130751512
hummus,80,66,3.767897616018091
your-eye,58,55,3.846955325019824
was-lack,79,79,3.6893088591236203
central,65,65,3.7745169657285498
too-heavi,119,117,3.5185139398778875
factor,167,166,3.367355921026019
of-tomato,88,85,3.6580113966571126
we-told,87,82,3.673020907128896
julep,92,77,3.7007037171450192
news,76,62,3.795184589682424
greek,60,54,3.8549130223078554
rack,124,102,3.578639209968072
green,1328,1135,2.5314789170422554
your-thing,57,56,3.838849090737255
have-great,126,124,3.494154594018443
war,150,127,3.482873583608754
are-nice,93,92,3.6232492903979003
so-fresh,233,226,3.2329961103921536
grew,149,142,3.4345689040341987
the-popular,65,64,3.7810369386211318
the-coleslaw,115,113,3.534026106056135
the-beehiv,488,338,3.0569048513364727
small-tabl,92,89,3.637489729512511
their-hous,73,73,3.7234556720351857
urban,67,65,3.7745169657285498
stellar,186,181,3.3283796034387376
co-work,144,124,3.494154594018443
hot-chocol,79,69,3.7481880270062002
curri-ketchup,193,161,3.380211241711606
window,313,298,3.110589710299249
were-friend,72,72,3.7299742856995555
play,701,652,2.7708520116421442
steak-fri,28,60,3.808885867359812
fab,66,66,3.767897616018091
gage,896,551,2.845098040014257
not-overwhelm,80,79,3.6893088591236203
the-smell,101,96,3.6053050461411096
of-crispi,65,65,3.7745169657285498
of-toast,57,57,3.8312296938670634
the-host,367,319,3.0827853703164503
new-year,83,73,3.7234556720351857
fan,2266,2079,2.255272505103306
breakfastbrunch,86,81,3.678518379040114
stuck,276,269,3.155336037465062
fat,693,603,2.806179973983887
fav,198,190,3.307496037913213
portobello,72,61,3.802089257881733
korean-style,56,51,3.8796692056320534
at-gaslight,100,94,3.6138418218760693
plan,956,885,2.633468455579586
chipotl,174,157,3.3909351071033793
a-sampl,98,96,3.6053050461411096
